,intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,monk
5957,0.056229,-0.087108,0.089814,1.312409,0.082961,2.972479,0.069175,-0.390192,-0.43482,A
5958,-0.252367,-0.401156,0.466793,0.631147,0.261718,0.480988,-0.119577,0.108318,0.62535,E
5959,0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.432558,-1.101088,-0.989002,0.843621,I
5960,-0.38815,0.321153,0.107596,0.886232,0.351096,2.058932,0.144676,-0.633681,-0.060642,F
5961,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.107265,0.144676,0.17402,0.781258,X
5962,0.290762,-0.181323,0.441898,-1.339925,0.261718,-1.013906,0.182426,-0.548544,-1.214356,F
5963,0.15498,-0.236281,0.01513,0.558909,0.17234,-0.598658,0.182426,0.985836,-2.461615,A
5964,0.09326,0.2976,-0.013322,0.1091,0.261718,-0.806282,0.220177,0.879983,0.001721,A
5965,-3.498799,-0.291239,0.37077,-0.281212,0.0,0.024215,0.069175,0.289405,0.001721,F
5966,0.192011,0.509582,0.079145,1.072093,0.261718,0.190314,0.484429,1.118346,0.40708,A
5967,0.340137,-0.29909,0.719297,-0.434818,0.17234,-1.055431,-0.081827,-1.382785,-0.278912,D
5968,1.37702,-0.063555,0.349432,0.40572,0.0,-0.391033,0.333428,-1.466058,-1.370264,A
5969,0.47592,-0.338346,0.047137,-0.000972,0.976743,0.06574,-1.516343,-1.487687,0.313536,I
5970,-0.190648,-0.024299,0.367214,2.258633,0.17234,0.314889,0.031425,0.033918,0.905984,X
5971,-0.091897,-0.29909,0.562816,1.131322,0.440474,-0.141884,-1.742845,1.522458,1.186617,Y
5972,-0.215336,0.360409,0.096927,0.286189,0.17234,0.397939,0.408929,0.080263,0.219991,F
5973,0.142636,-0.142067,0.246296,0.789259,0.0,0.896237,0.408929,0.674083,-0.029461,A
5974,0.15498,-0.448263,0.356544,-0.003837,0.261718,0.024215,0.295677,-0.369728,0.001721,F
5975,-0.22768,0.289748,0.132491,-0.234783,0.261718,-0.349509,0.144676,0.009921,0.905984,E
5976,0.0,-0.181323,0.068476,-2.809808,0.0,-2.342701,0.0,1.094038,-3.771237,A
5977,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,-0.349509,0.144676,0.470998,0.282354,D
5978,-0.06721,-0.149918,0.32098,0.118589,0.261718,0.06574,0.371178,-0.668298,-0.278912,A
5979,0.204355,-0.126364,0.335206,0.483538,0.0,0.273364,0.257927,1.356398,0.095265,F
5980,-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.224934,0.295677,-0.526722,-0.247731,F
5981,0.624046,-0.189174,0.139604,0.38731,0.976743,-1.553729,-0.912336,-2.782869,-2.118619,I
5982,0.389513,0.556689,0.431229,-1.955514,0.082961,1.145386,0.182426,-0.070518,0.032902,A
5983,-0.128929,-0.409007,0.175168,-0.256565,0.082961,0.688613,1.352689,-0.021668,1.061891,E
5984,0.080916,0.203385,0.249852,-0.423061,0.261718,-0.474083,0.55993,0.378231,0.750076,H
5985,0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.512204,-1.591843,-0.149791,1.529613,I
5986,0.179667,-0.330495,0.530808,-0.314183,0.082961,0.14879,0.257927,-0.009612,0.126447,A
5987,0.562327,0.046362,0.210732,-1.052078,0.976743,-0.764757,-0.42158,-0.286591,0.531806,I
5988,-0.00549,-0.071406,0.352988,-0.206676,0.261718,1.186911,0.748682,-1.291184,0.18881,H
5989,0.080916,0.077766,0.050694,0.857319,0.0,0.273364,0.52218,1.990816,0.40708,A
5990,-0.042522,0.10132,0.288973,0.722153,0.261718,0.647088,-0.119577,-0.224521,-0.216549,A
5991,-0.104241,-0.314793,0.665951,-0.06411,0.17234,-0.889332,-0.006326,-0.224346,-0.372457,C
5992,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.972381,0.333428,0.058207,0.62535,A
5993,0.142636,-0.291239,-3.210528,-2.167812,0.351096,-1.055431,0.069175,0.098164,0.282354,F
5994,-0.770809,0.0,0.328093,0.26205,0.0,0.314889,0.144676,-0.031182,0.219991,D
5995,0.142636,0.470326,-2.958023,-0.379737,0.261718,1.477585,0.106925,-0.392211,-0.091823,A
5996,0.710453,-0.102811,0.157386,1.199979,0.976743,-1.22153,-1.403091,0.633252,1.155435,I
5997,-0.252367,0.281897,0.146717,-0.082938,0.261718,1.228436,0.220177,-0.661173,-0.310094,E
5998,-0.696746,-0.055704,-3.210528,0.628849,0.261718,-0.224934,-0.157328,0.76386,0.251173,W
5999,-0.00549,0.0,0.32098,0.804804,0.17234,-0.266459,-0.006326,1.17135,1.68552,X
6000,0.624046,-2.426761,0.178724,0.711352,1.066121,-0.847807,-1.705095,1.182203,1.623157,I
6001,0.290762,0.109171,-0.112901,0.221262,0.261718,0.480988,-0.044076,-0.124939,0.219991,A
6002,-0.054866,-0.024299,0.079145,0.136282,0.261718,0.356414,1.012935,-0.003593,-0.060642,F
6003,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.937762,0.069175,-0.085797,0.157628,A
6004,0.142636,0.486028,0.025799,0.545422,0.0,-0.086518,0.597681,0.358621,0.043296,A
6005,4.462983,-0.181323,0.306755,-2.963951,0.261718,-0.224934,0.446679,0.33606,-0.403638,F
6006,-0.153617,-0.840822,0.139604,-0.971903,0.17234,0.024215,1.201687,-0.415762,1.24898,X
6007,0.019197,-0.338346,-0.358293,-0.113223,0.17234,-0.847807,-0.006326,0.015512,-3.116426,A
6008,0.09326,-0.385453,0.352988,0.546705,0.261718,0.024215,0.597681,0.551824,0.438262,A
6009,0.25373,-2.426761,0.352988,-0.05119,-0.095795,0.356414,0.220177,-0.274263,-0.154186,A
6010,0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.474083,0.295677,0.472279,0.064084,A
6011,-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.647088,0.446679,0.030889,0.032902,A
6012,0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.307984,0.899684,-0.473523,0.313536,F
6013,0.019197,-0.087108,0.384996,0.794958,0.261718,-0.183409,0.371178,0.780246,0.531806,A
6014,0.056229,0.187683,-0.031104,-0.958476,0.261718,0.314889,0.861934,-1.466039,-0.621908,F
6015,-0.079554,0.187683,-0.070224,0.211236,0.261718,1.062336,-0.195078,-0.926348,-0.341275,A
6016,-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.224934,-0.34608,0.565259,0.126447,F
6017,0.179667,-0.212727,0.132491,-1.306507,0.0,0.14879,0.220177,1.200978,0.812439,A
6018,-0.128929,0.572391,-0.031104,0.319399,0.261718,-0.972381,0.144676,0.571511,0.531806,G
6019,0.229043,0.572391,0.050694,-0.980138,-0.274551,-1.595254,0.52218,-1.743388,0.18881,A
6020,-0.153617,-0.22843,0.488131,0.580183,0.261718,3.512302,1.050686,-1.312094,-0.746634,A
6021,0.25373,-0.197025,0.260522,0.326888,0.261718,1.685209,-0.157328,-1.176089,-1.058449,F
6022,-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.38763,-1.32759,-2.062907,-0.060642,I
6023,0.09326,-0.087108,-2.268081,-0.164963,0.0,0.356414,0.295677,0.434943,0.095265,A
6024,1.21655,0.156278,-0.013322,0.353593,0.17234,1.477585,0.371178,-0.724661,-0.746634,A
6025,0.019197,0.588093,0.260522,-1.348758,0.082961,-0.474083,-3.441614,-2.812594,-2.368071,A
6026,0.019197,0.093469,0.473906,1.897295,0.17234,1.062336,0.295677,0.092553,0.905984,X
6027,0.241386,-0.43256,0.349432,-1.029281,0.261718,-0.432558,0.257927,-0.555747,-0.403638,F
6028,-0.264711,-0.275537,0.384996,1.343918,0.261718,2.515706,0.144676,-1.95189,-1.869167,A
6029,0.105604,0.014957,0.377883,-0.432222,0.0,-0.681707,0.0,0.012076,0.937165,H
6030,-3.498799,1.035611,-3.210528,0.802954,0.0,1.477585,-1.25209,0.438749,-0.060642,Y
6031,-0.22768,0.446772,0.534365,0.177429,0.17234,-0.557133,0.55993,1.061479,1.03071,E
6032,-0.042522,0.187683,0.224957,0.290963,0.0,0.190314,0.106925,0.267117,0.032902,A
6033,-0.190648,-0.063555,0.441898,1.289493,0.261718,2.058932,0.220177,-0.472902,0.157628,E
6034,0.587014,0.399665,0.064919,0.116828,0.0,0.813187,0.484429,0.134936,-0.590727,A
6035,0.006853,-0.181323,0.388552,0.301377,-0.095795,0.439463,0.106925,0.317072,0.313536,A
6036,0.15498,0.289748,0.207175,-0.007298,0.17234,-0.972381,-2.573354,-0.098864,-0.403638,G
6037,-0.264711,0.156278,0.402778,1.483948,0.17234,0.107265,0.824183,0.796477,1.280161,X
6038,-0.128929,-0.134216,0.264078,0.430695,0.261718,1.602159,0.144676,-0.574716,-0.902542,F
6039,0.130292,-0.126364,0.377883,0.755362,0.261718,-0.058835,0.55993,-0.617217,-1.276719,A
6040,-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.723232,0.069175,-2.176448,-2.461615,A
6041,0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.349509,-0.006326,-0.476552,0.001721,A
6042,-0.128929,0.069915,0.313868,0.510511,0.082961,-0.183409,-0.081827,-0.288727,-0.029461,H
6043,0.303106,0.022808,0.146717,-1.815842,0.261718,-0.307984,0.484429,-0.789489,-0.278912,A
6044,-0.178304,0.258344,-0.12357,0.228303,0.082961,0.605563,0.824183,-0.28898,0.313536,F
6045,-0.22768,0.446772,0.534365,0.177429,0.17234,-0.557133,0.673182,0.367999,0.937165,E
6046,0.907954,-0.330495,0.132491,1.039033,0.887365,0.024215,0.446679,-0.261429,0.999528,I
6047,0.167323,0.690159,-0.08445,-0.009059,0.261718,-1.180006,0.106925,-2.07644,-2.180982,F
6048,0.401857,-0.220579,-3.210528,-1.185513,0.0,-0.723232,0.031425,-0.786014,-0.840179,A
6049,0.080916,0.588093,0.01513,0.00225,0.261718,-0.391033,0.673182,0.629718,0.157628,F
6050,-0.412837,-0.346197,0.601936,2.211191,0.440474,0.647088,-1.25209,0.55594,1.903791,X
6051,0.080916,0.438921,0.14316,-0.523288,0.261718,-0.432558,0.446679,-0.659407,-0.497183,G
6052,-3.498799,0.43107,0.466793,0.713201,0.0,-0.183409,0.635431,-0.296552,-2.305708,A
6053,-3.498799,0.007106,0.342319,-0.318002,0.0,-0.847807,0.371178,-0.37598,0.219991,E
6054,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.470679,-0.534832,-0.364137,1.68552,I
6055,-0.128929,-0.22843,-3.210528,-0.892742,0.17234,-0.432558,-0.157328,0.078263,0.001721,D
6056,0.352481,0.211237,0.306755,-0.946242,0.17234,0.314889,0.295677,-0.264497,0.095265,A
6057,0.229043,0.242641,0.089814,0.12023,0.261718,0.024215,0.673182,0.235935,-0.154186,A
6058,-3.498799,0.870736,-3.210528,-0.06954,0.0,0.688613,-1.667344,-0.178293,-1.619716,Y
6059,0.031541,0.195534,0.246296,0.627208,0.261718,-0.474083,0.371178,1.08068,0.905984,H
6060,0.019197,0.289748,-0.116457,1.524856,-0.542686,0.314889,0.52218,1.381774,0.064084,F
6061,-0.264711,-0.126364,0.235627,0.176773,0.261718,-1.013906,0.257927,-3.468951,-3.459422,A
6062,0.130292,-0.071406,0.214288,0.915742,0.261718,0.896237,0.55993,-0.376873,-0.497183,A
6063,-0.128929,0.022808,0.19295,0.837775,0.261718,0.647088,0.031425,0.390831,0.219991,A
6064,0.4142,-0.173471,0.392108,-0.130887,0.261718,-0.141884,0.597681,-0.66793,-0.559546,F
6065,0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.730137,0.446679,0.243255,0.282354,A
6066,-0.22768,-0.251983,0.449011,-1.268911,0.261718,1.228436,0.710932,0.346389,0.500624,E
6067,-0.314087,0.540986,-0.041773,0.882562,0.261718,-0.058835,0.220177,1.001077,0.095265,F
6068,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.266459,-1.063338,0.25902,1.591976,I
6069,0.130292,-0.024299,0.246296,0.121006,0.082961,-0.224934,0.069175,0.174311,-0.528364,A
6070,0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.640182,-0.006326,-0.376738,-0.060642,F
6071,0.080916,0.650903,-0.023991,0.472826,0.261718,0.231839,0.937434,0.427818,0.219991,A
6072,-0.338774,-0.291239,0.520139,1.054429,0.261718,0.439463,0.182426,-0.223084,0.62535,E
6073,0.130292,0.007106,0.239183,0.766194,0.261718,0.522513,0.371178,0.264224,0.032902,A
6074,0.117948,0.124874,0.128935,0.3837,0.17234,-0.307984,-0.081827,0.455524,-0.403638,A
6075,-3.498799,0.611647,0.064919,0.455102,0.0,-0.474083,0.295677,0.789352,-1.900349,A
6076,-3.498799,-0.369751,0.552147,0.331573,0.0,1.062336,0.484429,-0.463272,-0.278912,E
6077,0.364825,-0.149918,0.107596,-1.108143,0.17234,-0.640182,0.55993,-1.325258,-1.744441,A
6078,0.130292,0.077766,-0.045329,0.285383,-0.095795,0.190314,0.824183,0.289133,0.032902,A
6079,0.019197,0.038511,0.19295,0.323367,0.261718,0.647088,-0.044076,-0.786907,-0.341275,F
6080,0.204355,-0.448263,0.349432,0.689659,0.261718,2.141982,0.710932,-1.291883,-0.65309,A
6081,0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.058835,0.446679,-0.073974,0.313536,A
6082,-0.252367,-0.063555,0.594823,0.891245,0.529852,-0.349509,-0.950086,0.962401,2.465057,X
6083,0.080916,0.203385,0.249852,-0.423061,0.261718,-0.930856,0.106925,0.687402,0.937165,H
6084,-0.672058,0.069915,0.395665,1.103662,0.261718,0.107265,-0.006326,1.149624,1.560794,E
6085,-0.042522,0.540986,0.253409,-0.836378,0.261718,0.439463,0.484429,0.905107,0.18881,A
6086,-0.128929,-0.511072,0.342319,0.170775,0.261718,1.643684,0.333428,-0.46298,-0.278912,F
6087,0.080916,0.203385,0.249852,-0.423061,0.261718,-1.22153,0.333428,0.139945,0.500624,H
6088,-0.215336,0.250492,0.473906,1.187089,0.17234,1.186911,0.484429,0.199492,2.028517,X
6089,-0.091897,-0.29909,0.562816,1.131322,0.440474,-0.806282,0.937434,0.062362,-0.060642,Y
6090,-0.128929,0.572391,-0.031104,0.319399,0.261718,-0.557133,0.52218,-0.531148,-0.403638,G
6091,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.474083,0.52218,0.209511,0.500624,A
6092,0.130292,0.007106,0.239183,0.766194,0.261718,-0.307984,-0.34608,-0.492958,-1.151994,A
6093,-0.030178,-0.063555,0.274747,-0.394925,0.261718,-0.515608,0.144676,-0.179632,0.064084,F
6094,0.043885,-0.157769,0.328093,0.552225,0.261718,1.062336,0.295677,0.149711,0.282354,A
6095,0.327793,0.0,0.050694,-1.018301,0.0,-0.557133,1.050686,-0.018057,0.126447,G
6096,-0.202992,0.203385,0.33165,-1.115215,0.082961,0.854712,0.446679,-0.056208,0.095265,D
6097,0.15498,-0.197025,-3.210528,-0.736839,0.351096,-0.598658,-0.157328,0.113715,-0.029461,F
6098,0.080916,0.203385,0.310311,0.26951,0.261718,0.771662,0.55993,-0.401142,0.313536,H
6099,0.117948,-0.008597,0.623275,-0.855684,0.17234,-1.096956,0.371178,-3.115242,-3.552967,A
6100,-0.252367,-0.401156,0.466793,0.631147,0.261718,0.107265,-0.044076,-0.260963,0.874802,E
6101,-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.01731,0.408929,0.124588,-0.154186,F
6102,-0.00549,-0.22843,-0.063111,-2.127352,0.17234,1.186911,-0.157328,-2.743553,-2.711067,C
6103,0.907954,1.467426,0.37077,-1.242027,0.708609,-1.30458,-1.138838,0.414324,1.280161,I
6104,0.117948,-0.220579,0.367214,0.914608,0.261718,0.107265,0.182426,1.475745,0.313536,A
6105,4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.180006,0.408929,1.922124,-3.241152,F
6106,0.0,-0.087108,0.527252,0.659642,0.0,0.439463,0.597681,0.784401,0.032902,E
6107,0.105604,-0.251983,0.466793,0.287084,0.261718,-0.391033,0.899684,-0.067431,-0.060642,A
6108,0.056229,0.007106,0.406334,0.455401,0.261718,1.145386,0.635431,0.198852,-0.154186,A
6109,-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.730137,1.126187,0.349127,1.061891,A
6110,-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.058835,0.069175,0.699031,-0.060642,F
6111,0.068573,-1.16272,-3.210528,-0.829367,0.261718,1.43606,1.050686,-1.522208,-1.027268,A
6112,-0.00549,0.478177,0.029355,-0.247644,0.17234,0.813187,-0.006326,-0.976654,0.157628,A
6113,-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.266459,-0.006326,-0.661581,0.251173,G
6114,0.192011,-0.369751,0.278304,-0.659618,0.261718,-0.557133,-0.006326,-0.995138,-0.684271,F
6115,-0.375806,-0.275537,0.449011,0.55685,0.17234,0.0,0.408929,-2.182603,-3.022882,D
6116,-0.104241,-0.055704,0.299642,0.391249,0.17234,-0.474083,1.503691,0.419275,0.500624,A
6117,-0.462213,0.352558,0.150273,0.56049,0.261718,-0.930856,0.069175,1.146731,1.061891,E
6118,-0.215336,0.360409,0.096927,0.286189,0.17234,-0.474083,-0.081827,0.601877,0.095265,F
6119,0.09326,-0.087108,-2.268081,-0.164963,0.261718,1.186911,0.220177,-0.272846,0.251173,A
6120,-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.640182,-0.044076,1.153527,0.469443,F
6121,0.710453,-0.102811,0.157386,1.199979,0.976743,-1.013906,-1.365341,-0.473348,0.251173,I
6122,-0.375806,-0.291239,-3.210528,-0.835274,0.082961,0.107265,0.220177,-1.821923,-1.245538,D
6123,-0.128929,0.211237,0.075589,0.526356,0.261718,0.522513,0.408929,0.231314,-0.216549,A
6124,0.080916,0.014957,0.064919,0.346104,0.17234,0.273364,0.673182,-0.271603,-0.060642,A
6125,0.241386,0.23479,0.121822,1.037988,0.261718,0.937762,0.748682,0.385589,-0.466001,A
6126,-0.38815,0.321153,0.107596,0.886232,0.351096,0.937762,0.144676,-0.390095,-0.43482,F
6127,-0.32643,-0.079257,0.239183,0.566935,0.261718,-0.266459,0.031425,0.687751,0.874802,E
6128,0.31545,-0.236281,0.37077,0.812174,0.261718,0.813187,0.182426,-0.260245,-0.590727,A
6129,0.512951,-0.416858,0.125378,0.549719,0.976743,-0.224934,-1.28984,0.313034,1.24898,I
6130,0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.515608,0.220177,-0.480726,-0.060642,A
6131,0.377169,0.022808,0.139604,1.070691,0.976743,-0.432558,-1.554093,1.237305,2.028517,I
6132,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.934358,2.258699,1.529487,1.934972,X
6133,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.432558,0.220177,-0.454593,-0.310094,A
6134,0.068573,0.007106,0.288973,0.592954,0.261718,0.231839,0.446679,0.670433,0.781258,H
6135,0.31545,-0.236281,0.37077,0.812174,0.0,-0.349509,0.52218,0.924444,0.18881,A
6136,0.438888,0.195534,0.14316,-0.809435,0.261718,-1.138481,0.220177,-0.390018,0.001721,F
6137,-0.351118,0.014957,0.214288,0.736624,0.17234,0.231839,0.069175,1.145935,0.344717,E
6138,-0.116585,-0.581733,0.569929,1.083313,0.082961,3.470777,-0.232828,-1.18436,-2.274526,D
6139,0.303106,0.352558,0.082701,0.703981,0.261718,0.522513,0.182426,0.385026,0.064084,F
6140,0.229043,-0.008597,0.175168,0.087408,0.17234,0.356414,0.710932,-0.063101,0.095265,A
6141,-0.00549,-0.22843,-0.063111,-2.127352,0.17234,-0.640182,-0.38383,-1.650485,-0.715453,C
6142,-0.215336,0.10132,0.235627,-0.280585,0.261718,-0.515608,0.144676,1.045694,0.905984,E
6143,0.179667,2.660806,0.096927,-1.474226,-0.006417,-0.432558,0.55993,0.098513,0.001721,G
6144,0.809204,-0.16562,0.025799,0.712127,0.887365,-0.474083,-1.25209,-0.235529,1.404887,I
6145,0.006853,-0.267686,0.40989,0.565443,0.17234,0.397939,-2.837607,-0.649815,-0.840179,F
6146,0.25373,0.219088,0.14316,0.720541,0.261718,-0.10036,0.182426,0.70505,0.282354,A
6147,0.080916,-0.118513,0.445454,-0.188027,0.261718,0.273364,0.371178,1.353855,0.282354,A
6148,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,-0.224934,0.333428,0.644008,0.157628,D
6149,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.307984,0.899684,-0.351595,-0.87136,F
6150,0.142636,0.203385,-0.006209,-0.834827,0.261718,1.186911,3.617714,-1.421772,-1.245538,A
6151,-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.349509,0.144676,1.056761,0.968347,E
6152,-2.215039,-0.173471,3.941399,-1.56941,0.0,-3.339298,-3.06411,2.306258,-3.147608,A
6153,0.031541,-0.040001,0.175168,-0.107256,0.261718,-0.847807,-0.232828,-0.457913,-0.123005,F
6154,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.107265,-0.006326,1.321761,1.591976,X
6155,-0.042522,0.187683,0.224957,0.290963,0.261718,-0.224934,-0.34608,-0.651659,-0.372457,A
6156,0.364825,-0.149918,0.107596,-1.108143,0.0,0.688613,0.748682,0.437681,0.874802,A
6157,-0.104241,-0.079257,0.552147,1.388496,0.61923,0.564038,-0.308329,-0.154159,1.311343,Y
6158,-0.215336,0.10132,0.235627,-0.280585,0.261718,-1.719828,-0.308329,1.008086,-0.154186,E
6159,0.290762,0.077766,0.118265,0.275805,0.261718,-0.432558,0.257927,0.214481,0.064084,F
6160,-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.349509,0.069175,0.817058,0.313536,F
6161,0.512951,-0.416858,0.125378,0.549719,0.976743,-1.30458,-0.912336,-0.792518,1.24898,I
6162,-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-2.093552,-3.026359,-3.734962,-2.9917,E
6163,0.080916,0.313302,0.079145,0.588985,0.261718,0.647088,0.484429,0.554367,0.375899,F
6164,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.723232,-1.28984,0.337905,1.217798,I
6165,0.043885,0.187683,0.303198,-0.717056,0.0,0.06574,0.597681,1.755618,0.781258,A
6166,0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.432558,-1.440842,0.356582,0.968347,I
6167,-0.301743,0.195534,0.381439,0.351116,0.082961,-1.512204,0.446679,-3.405308,-3.397059,E
6168,-0.277055,-0.251983,-3.203415,1.957926,0.261718,-0.391033,-2.988609,1.558804,1.529613,X
6169,0.043885,-0.157769,0.228514,-0.211361,0.261718,0.190314,-0.006326,-0.468242,-0.341275,F
6170,0.340137,-0.29909,0.719297,-0.434818,0.17234,-0.183409,0.257927,-0.514761,0.001721,D
6171,0.377169,0.014957,0.381439,0.292753,0.261718,-1.719828,0.371178,0.139616,-0.060642,H
6172,0.661077,-0.09496,0.01513,0.751961,0.976743,-0.723232,-0.987837,1.128714,1.623157,I
6173,0.056229,0.007106,0.406334,0.455401,0.261718,0.937762,0.295677,0.490238,-0.029461,A
6174,0.15498,-0.330495,0.299642,-0.333637,0.082961,-1.055431,-0.497081,-0.31453,-0.310094,F
6175,0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.257927,0.487773,-0.278912,A
6176,0.09326,-0.212727,0.260522,-0.527256,0.261718,-0.01731,0.220177,-0.002098,0.095265,F
6177,-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.519109,0.52218,-1.159373,-0.528364,A
6178,0.080916,0.062064,0.203619,0.577021,0.261718,-0.058835,0.333428,1.295162,1.186617,H
6179,0.105604,0.556689,-0.031104,0.619301,0.17234,0.0,0.106925,0.264884,0.157628,A
6180,-0.277055,0.038511,0.42056,3.987152,0.17234,2.017408,0.52218,1.843162,1.966154,X
6181,0.846235,-0.09496,0.182281,-1.981085,0.61923,-1.096956,-1.478592,-1.952103,-0.372457,I
6182,0.130292,0.077766,-0.045329,0.285383,-0.095795,1.35301,0.446679,-0.222501,0.18881,A
6183,0.031541,-0.118513,0.374326,-0.066706,0.261718,0.522513,-0.119577,0.186989,0.40708,A
6184,-0.030178,0.022808,0.157386,-0.771451,0.261718,0.854712,0.257927,-1.72473,-0.060642,H
6185,0.006853,0.164129,0.125378,0.58451,0.261718,-0.183409,0.069175,1.616099,0.656532,A
6186,0.117948,0.266195,0.043581,-0.590035,0.17234,0.024215,1.352689,-0.5726,0.126447,F
6187,-0.00549,0.360409,0.28186,-0.213479,0.0,-0.266459,0.295677,0.540971,0.500624,E
6188,0.130292,-0.314793,0.417003,1.051058,0.082961,0.107265,0.069175,0.285872,-0.278912,A
6189,0.179667,2.660806,0.096927,-1.474226,-0.006417,-0.474083,0.295677,-0.102533,0.064084,G
6190,0.031541,0.0,0.246296,0.627208,0.261718,0.190314,0.144676,0.523458,0.375899,H
6191,4.96908,-0.385453,0.14316,-2.600732,0.976743,-1.802878,-0.610333,-2.436673,-0.933723,I
6192,-0.338774,-0.314793,0.449011,1.243006,0.797987,1.394535,-1.780595,0.21087,0.812439,X
6193,0.229043,-1.044953,0.349432,0.84243,0.261718,0.522513,0.182426,-0.713517,-0.808997,A
6194,0.117948,0.556689,-0.009765,-0.57261,0.261718,-0.391033,0.446679,-0.632768,-0.091823,F
6195,0.15498,-0.322644,0.175168,0.126526,0.17234,0.854712,0.220177,-0.662027,-0.43482,A
6196,-0.091897,-0.29909,0.562816,1.131322,0.0,-0.307984,-1.28984,1.34106,0.687713,Y
6197,-0.190648,-0.024299,0.367214,2.258633,0.17234,0.480988,0.673182,1.393637,1.872609,X
6198,0.130292,-0.126364,0.271191,0.816262,0.261718,0.06574,0.182426,0.924872,0.001721,A
6199,-0.215336,-0.102811,0.360101,0.941284,0.17234,0.273364,0.333428,0.308219,0.219991,E
6200,0.883267,-0.314793,0.086258,-1.337837,0.976743,-0.930856,-1.101088,1.001388,1.966154,I
6201,0.426544,0.588093,0.160942,-0.889699,0.261718,0.06574,0.371178,0.799176,0.344717,F
6202,-0.252367,-0.110662,0.452567,0.888321,0.17234,0.979286,-0.308329,-0.508704,-0.091823,D
6203,0.117948,0.124874,0.128935,0.3837,0.17234,-0.10036,0.031425,0.669326,-0.216549,A
6204,-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.055431,0.031425,0.146489,0.687713,C
6205,0.019197,-0.040001,0.288973,-0.042597,0.261718,-0.307984,-0.119577,-0.699635,-0.808997,F
6206,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.809783,0.295677,1.79639,2.371513,X
6207,0.117948,-0.291239,0.306755,0.255993,0.17234,-0.307984,0.408929,-0.208056,-0.65309,A
6208,0.192011,-0.03215,0.249852,-0.418765,0.17234,-0.515608,0.144676,0.302355,0.064084,F
6209,0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.432558,0.144676,0.673636,0.687713,A
6210,-0.042522,0.752968,-0.109344,1.041241,0.0,1.020811,0.220177,0.20291,-0.185368,F
6211,0.056229,-0.087108,0.089814,1.312409,0.082961,1.26996,-0.157328,0.586791,0.157628,A
6212,0.500607,0.140576,0.388552,-0.637358,0.261718,-1.885928,0.106925,2.455291,-2.056256,H
6213,0.0,-0.181323,0.068476,-2.809808,0.0,-2.6749,0.257927,-0.83861,-1.71326,A
6214,0.500607,-0.220579,-0.03466,0.497323,0.17234,-0.141884,0.597681,0.231004,-0.029461,A
6215,0.117948,0.242641,0.082701,-0.424583,-0.900198,1.186911,-0.081827,-0.729244,0.126447,G
6216,0.105604,0.203385,-0.023991,0.995678,0.261718,-0.141884,0.144676,-0.892837,-1.214356,A
6217,-2.47426,0.171981,-0.12357,-2.9863,0.0,-0.557133,-2.913108,2.616322,-2.711067,F
6218,-0.425181,-0.071406,0.424116,1.863279,0.17234,-0.058835,0.295677,0.802962,0.843621,X
